shelfmark,title,additional_titles,authors,language,language_codes,date,place
Oversize Ms. Codex 1460,Miscellanea storica di Guastalla,"","Torelli family|Charles V, Holy Roman Emperor, 1500-1558|Aliprandi, Nicolao|Bollati, Andreas de|De' Medici, Geronimo|Gonzaga, Ferrante, 1507-1557|Landriani, Giovanni Battista|Malatesta, Carlo|Torelli, Lodovica, Countess|Torelli, Marcantonio, Count|Torelli, Paolo, Count|Trivulzio family","Latin, with some Italian",lat|ita,"1492-1561, 1725",Italy
