shelfmark,title,additional_titles,authors,language,language_codes,date,place
MS Or 258,al-Juzʼ al-ʻishrūn.|الجزء العشرون,al-Juzʼ al-ʻishrūn.|Qaṣaṣ|ʿAnkabūt,"",Layout: 5 long lines,ara,between 1400 and 1550?,Syria or Turkey?
