shelfmark,title,additional_titles,authors,language,language_codes,date,place
Othmer MS 8,"Opera, including Lucidarium artis transmutationis metallorum; extracts from the Sommeta and Violetta; and Epistola",Lucidarium artis transmutationis metallorum|Summeta|Violetta|Epistola,"",Italian; Latin,ita|lat,"","Palermo, Italy"
