shelfmark,title,additional_titles,authors,language,language_codes,date,place
"Washington, D.C., Folger Shakespeare Library, MS V.a.77",Gesta inclita Tyrii Appollonii regis,Historia Apollonii Regis Tyri.|Incipit: [rubr.] Gesta inclita Tyrii Appollonii regis. [text] [R]ex Antiocus a quo Antiocia ciuitas nomen acceperat ex amissa coniuge habuit filiam uirginem ...|Explicit: ... et quiete feliceque uita uixit omnibus diebus regni sui. [f. 16v],"",In Latin,lat,ca. 1450,""
