shelfmark,title,additional_titles,authors,language,language_codes,date,place
MS V.a.112,"De officiis ... etc. manuscript, 15th century.","Marcus Tulius Cicero, De officiis|Tullius, De fato|Tulius de paradoxis Stoycorum|Macrobius, Super sompno Scipionis|Tulius, De Amicicia|Marci Tulii Ciceronis, De Senectute|Inuectiua Salustii contra Tullium|Inuectiua Tulli rursum Salustii|Invectiua Tulli contra Catilinam ciuem ro[manum]|Inuectiua Catiline contra Tullium|Epistola excusata Athenienses propter recepcionem Thebanorum|Consilium Esthines propter obsidionem Alexandrie factam ciuitate Athenarum|Consilium Demadis ad arma|Unidentified oration|Unidentified oration|Unidentified oration|Unidentified oration|Unidentified oration|Unidentified oration|Unidentified oration|Unidentified oration|Unidentified oration|Unidentified oration|Unidentified oration|Unidentified oration|Unidentified oration|Unidentified oration|Unidentified oration|Unidentified oration|Epistola Tullii ad Marcum Marcellum","",Latin,lat,"",Italy|England
