shelfmark,title,additional_titles,authors,language,language_codes,date,place
Penn Museum 51-9-12 51-9-12,Pali manuscript fragments,"Grammatical treatise fragments, f.1r|Abhidhamma commentary fragments, f.10r|Manuscript fragment, f.13r|Manuscript fragment, f.14r|Nissaya fragment, f.15r","",In Pali,tha,"",""
