shelfmark,title,additional_titles,authors,language,language_codes,date,place
Lewis O 73,Dīvān-i Khusraw va ʻIṣmat.|[دىوان خسرو و عصمت],[Dīvān-i Khusraw va ʻIṣmat].|[Poems of Khusraw]|[Poems of ʻIṣmat],"Amīr Khusraw Dihlavī, approximately 1253-1325|ʻIṣmat Bukhārāʼī, -1436 or 1437",Persian,per,between 1550? and 1646,Iran?
