shelfmark,title,additional_titles,authors,language,language_codes,date,place
3,"Palladius: historia lausiaca, etc.","Palladius, Prooemium ad historiam Lausiacam (partial)|Palladius, Historia Lausiaca, Table of contents|Palladius, Epistula ad Lausum|Palladius, Historia Lausiaca|Life of Paul the Theban|Anastasius Sinaita, Miracle story|Story about Philentolos|Apophthegmata patrum|Athanasius, Syntagma doctrinae ad monachos|Epiphanius, Treatise on the prophets|Pseudo-Dorotheos, Treatise on martyrdom of the seventy disciples and on the twelve disciples|Sophronius, Vita Mariae Aegyptiacae (partial)","",Ancient Greek (to 1453),grc,"",Undetermined
