shelfmark,title,additional_titles,authors,language,language_codes,date,place
378.748 POM 18.9,An Account of The Typhoid Fever; which prevailed at the Alms House in Philadelphia; during the spring of 1824. Written as an inaugural Thesis. /,Title page,"Smith, Thomas Lacey","",eng,1824,""
