shelfmark,title,additional_titles,authors,language,language_codes,date,place
Rendel Harris 30,Šḥīmō,[Šḥīmō]|[Funeral and baptism liturgies]|Church calendar for 1794-1843,"",Chiefly Syriac (,syc|syr ara,1794?,""
