shelfmark,title,additional_titles,authors,language,language_codes,date,place
Lewis E 156,Fragment of a Menologium,[Text lacking beginning / Saint John Chrysostom]|16: Hypomnemata|17|19: [For Easter Saturday / Gregorius Antiochenus]|20: [Homily for Easter Saturday]|21: [Gregory of Nazianzus]|25: [Homily/Saint John Chrysostom]|26: [Gregorius Antiochenus]|27: [Gregory of Nazianzus],"",Ancient Greek (to 1453),grc,"",Greece
