shelfmark,title,additional_titles,authors,language,language_codes,date,place
UL XI.4.3,John M. Butler diary,"August 13, 1862|August 13-14, 1862|August 14-15, 1862|Monroeville, Ohio|August 15, 1862|August 16, 1862|August 17, 1862|August 18, 1862|August 19, 1862|August 20, 1862|August 21, 1862|August 22, 1862|August 23, 1862|August 24, 1862|August 25, 1862|August 26, 1862|August 27, 1862|August 28, 1862|August 29, 1862|August 30, 1862|August 31, 1862|September 1, 1862|September 2, 1862|September 3, 1862|September 4, 1862|September 5, 1862|September 6, 1862|September 7, 1862|September 8, 1862|September 9, 1862|September 10, 1862|September 11, 1862|September 12, 1862|September 13, 1862|September 14, 1862|September 15, 1862|September 16, 1862|September 17, 1862|September 18, 1862|September 19, 1862|September 20, 1862|Camp Mitchell|September 21, 1862|September 22, 1862|September 23, 1862|September 24, 1862|September 25, 1862|September 26, 1862|September 27, 1862|September 28, 1862|September 29, 1862|September 30, 1862|October 1, 1862|October 2, 1862|October 3, 1862|October 3-4, 1862|October 4, 1862|October 5, 1862|October 6, 1862|October 7, 1862|October 8, 1862|October 9, 1862|October 10, 1862|October 11, 1862|October 12, 1862|October 13, 1862|October 14, 1862|October 15, 1862|October 16, 1862|October 17, 1862|October 18, 1862|October 19, 1862|October 20, 1862|October 21, 1862|October 22, 1862|October 23, 1862|October 24, 1862|October 25, 1862|October 26, 1862|October 27, 1862|October 28, 1862|October 29, 1862|October 30, 1862|October 31, 1862|November 1, 1862|November 2, 1862|November 3, 1862|November 4, 1862|November 5, 1862|November 6, 1862|Tennessee|November 7, 1862|November 8, 1862|November 9, 1862|November 10, 1862|November 11, 1862|November 12, 1862|November 13, 1862|November 14, 1862|November 15, 1862|November 16, 1862|November 17, 1862|November 18, 1862|November 19, 1862|November 20, 1862|November 21, 1862|November 22, 1862|November 23, 1862|November 24, 1862|November 25, 1862|November 26, 1862|November 27, 1862|November 28, 1862|November 29, 1862|November 30, 1862|December 1, 1862|December 2, 1862|December 3, 1862|December 4, 1862|December 5, 1862|December 6, 1862|December 7, 1862|December 8, 1862|December 9, 1862|December 10, 1862|December 11, 1862|December 12, 1862|December 13, 1862|December 14, 1862|December 15, 1862|December 16, 1862|December 17, 1862|December 18, 1862|December 19, 1862|December 20, 1862|December 21, 1862|December 22, 1862|December 23, 1862|December 24, 1862|December 25, 1862|December 26, 1862|December 27, 1862|December 28, 1862|December 29, 1862|December 30, 1862|December 31, 1862|Prisoner of War|Murfreesboro, Tennessee|January 1, 1863|January 2, 1863|Chattanooga, Tennessee|January 3, 1863|Chattanooga, Tennessee|Vicksburg, Mississippi|January 4, 1863|Chattanooga, Tennessee|January 5, 1863|West Point, Georgia|January 6, 1863|West Point, Georgia|Montgomery, Alabama|January 7, 1863|West Point, Georgia|Atlanta, Georgia|January 8, 1863|Atlanta, Georgia|Richmond, Virginia|January 9, 1863|Dalton, Georgia|Richmond, Virginia|January 10, 1863|Knoxville, Tennessee|January 11, 1863|Knoxville, Tennessee|Richmond, Virginia|January 12, 1863|Knoxville, Tennessee|January 13, 1863|Jonesborough, Tennessee|January 14, 1863|Bristol, Tennessee|January 15, 1863|Lynchburg, Virginia|Richmond, Virginia|January 16, 1863|Richmond, Virgnia|January 17, 1863|January 18, 1863|January 19, 1863|North Carolina|January 20, 1863|January 21, 1863|City Point, Virginia|January 22, 1863|Castle Thunder, Richmond, Virginia|January 23, 1863|January 24, 1863|January 25, 1863|January 26, 1863|January 27, 1863|Libby Prison, Richmond, Virginia|January 28, 1863|January 29, 1863|City Point, Virginia|January 30, 1863|January 31, 1863|February 1, 1863|February 2, 1863|February 3, 1863|City Point, Virginia|February 4, 1863|Fort Monroe, Virginia|February 5, 1863|Annapolis, Maryland|February 6, 1863|February 7, 1863|February 8, 1863|February 9, 1863|February 10, 1863|February 11, 1863","",Primary language: English.,eng,From 1862 to 1863,Ohio|Tennessee|Mississippi|Georgia|Virginia|Alabama|Kentucky|Maryland
