shelfmark,title,additional_titles,authors,language,language_codes,date,place
LJS 176,Traité de mecanique,"Introduction, f. 1r|Du mouvement des corps durs sans ressorts, f. 4v|Du mouvement des corps pesants, f. 7v|Des machines propres à communiquer..., f. 15r|Du mouvement des corps fluides, f. 39r","",French,"",ca. 1700,France
