shelfmark,title,additional_titles,authors,language,language_codes,date,place
"UPA 3 pre 1820, Box UPA 3 pre 1820, Item 1644d",Elements of Physiology,"Table of contents|Introduction|Of a fibre|Of the cellular membrane|Parenchyma|Of the adeps|Of the arteries|Of the veins|Of the lymphatics|Of the lymphatics, conclusions|Circulation of the blood|Circulation of the lymph","",Primary language: English.,eng,ca. 1766,"Philadelphia, PA"
