shelfmark,title,additional_titles,authors,language,language_codes,date,place
973.781 Sn62,Civil War diaries,"Jan 01, 1864|Jan 02-03, 1864|Jan 04-05, 1864|Jan 06-07, 1864|Jan 08-09, 1864|Jan 10-11, 1864|Jan 12-13, 1864|Jan 14-15, 1864|Jan 16-17, 1864|Jan 18-19, 1864|Jan 20-21, 1864|Jan 22-23, 1864|Jan 24-25, 1864|Jan 26-27, 1864|Jan 28-29, 1864|Jan 30-31, 1864|Feb 01-02, 1864|Feb 03-04, 1864|Feb 05-06, 1864|Feb 07-08, 1864|Feb 09-10, 1864|Feb 11-12, 1864|Feb 13-14, 1864|Feb 15-16, 1864|Feb 17-18, 1864|Feb 19-20, 1864|Feb 21-22, 1864|Feb 23-24, 1864|Feb 25-26, 1864|Feb 27-28, 1864|Feb 29-Mar-01, 1864|Mar 02-03, 1864|Mar 04-05, 1864|Mar 06-07, 1864|Mar 08-09, 1864|Mar 10-11, 1864|Mar 12-13, 1864|Mar 14-15, 1864|Mar 16-17, 1864|Mar 18-19, 1864|Mar 20-21, 1864|Mar 22-23, 1864|Mar 24-25, 1864|Mar 26-27, 1864|Mar 28-29, 1864|Mar 30-31, 1864|Apr 01-02, 1864|Apr 03, 1864|Apr 05-06, 1864|Apr 07-08, 1864|Apr 09-10, 1864|Apr 11-12, 1864|Apr 13-14, 1864|Apr 15-16, 1864|Apr 17-18, 1864|Apr 19-20, 1864|Apr 21-22, 1864|Apr 23-24, 1864|Apr 25-26, 1864|May 02, 1864|May 03-04, 1864|May 05-06, 1864|May 07-08, 1864|May 09-10, 1864|May 11-12, 1864|May 13-14, 1864|May 15-16, 1864|May 17-18, 1864|May 19-20, 1864|May 21-22, 1864|May 23-24, 1864|May 25-26, 1864|May 27-28, 1864|May 29-30, 1864|May 31-Jun-01, 1864|Jun 02-03, 1864|Jun 04-05, 1864|Jun 06-07, 1864|Jun 08-09, 1864|Jun 10-11, 1864|Jun 12-13, 1864|Jun 14-15, 1864|Jun 16-17, 1864|Jun 18-19, 1864|Jun 20-21, 1864|Jun 22-23, 1864|Jun 24-25, 1864|Jun 26-27, 1864|Jun 28-29, 1864|Jun 30-Jul-01, 1864|Jul 02-03, 1864|Jul 04-05, 1864|Jul 06-07, 1864|Jul 08-09, 1864|Jul 10-11, 1864|Jul 12-13, 1864|Jul 14-15, 1864|Jul 16-17, 1864|Jul 18-19, 1864|Jul 20-21, 1864|Jul 22-23, 1864|Jul 24-25, 1864|Jul 26-27, 1864|Jul 28-29, 1864|Jul 30-31, 1864|Aug 01-02, 1864|Aug 03-04, 1864|Aug 05-06, 1864|Aug 07-08, 1864|Aug 09-10, 1864|Aug 11-12, 1864|Aug 13-14, 1864|Aug 15-16, 1864|Aug 17-18, 1864|Aug 19-20, 1864|Aug 21-22, 1864|Aug 23-24, 1864|Aug 25-26, 1864|Aug 27-28, 1864|Aug 29-30, 1864|Aug 31-09-Sep-01, 1864|Sept 02-03, 1864|Sept 04-05, 1864|Sept 06-07, 1864|Sept 08-09, 1864|Sept 10-11, 1864|Sept 12-13, 1864|Sept 14-15, 1864|Sept 16-17, 1864|Sept 18-19, 1864|Sept 20-21, 1864|Sept 22-23, 1864|Sept 24-25, 1864|Sept 26-27, 1864|Sept 28-30, 1864|Sept 29-10-Oct-01, 1864|Oct 02-03, 1864|Oct 04-05, 1864|Oct 06-07, 1864|Oct 08-09, 1864|Oct 10-11, 1864|Oct 12-13, 1864|Oct 14-15, 1864|Oct 16-17, 1864|Oct 18-19, 1864|Oct 20-21, 1864|Oct 22-23, 1864|Oct 24-25, 1864|Oct 26-27, 1864|Oct 28-29, 1864|Oct 30-31, 1864|Nov 01-02, 1864|Nov 03-04, 1864|Nov 05-06, 1864|Nov 07-08, 1864|Nov 09-10, 1864|Nov 11-12, 1864|Nov 13-14, 1864|Nov 15-16, 1864|Nov 17-18, 1864|Nov 19-20, 1864|Nov 21-22, 1864|Nov 23-24, 1864|Nov 25-26, 1864|Nov 27-28, 1864|Nov 29-30, 1864|Dec 01-02, 1864|Dec 03-04, 1864|Dec 05-06, 1864|Dec 07-08, 1864|Dec 09-10, 1864|Dec 11-12, 1864|Dec 13-14, 1864|Dec 15-16, 1864|Dec 17-18, 1864|Dec 19-20, 1864|Dec 21-22, 1864|Dec 23-24, 1864|Dec 25-26, 1864|Dec 27-28, 1864|Dec 29-30, 1864|Dec 31, 1864|01 Jan, 1864|02 Feb, 1864|03 March, 1864|04 April, 1864|05 May, 1864|06 June, 1864|07 July, 1864|08 Aug, 1864|09 Sept, 1864|10 Oct, 1864|11 Nov, 1864|12 Dec, 1864|13 Sum, 1864|14 Sum-02, 1864|15 Home, 1864|16 IBC, 1864","",Primary language: English.,eng,1864,"Venango, Pa.|Harrisburg, Pa.|Maryland"
