shelfmark,title,additional_titles,authors,language,language_codes,date,place
"Islamic Manuscripts, Garrett no. 2406Yq",Kitāb Faḍāʾil ahl al-bayt.|كتاب فضائل اهل البيت,[al-Bāb al-awwal]|al-Bāb al-thānī fī al-ḥaml bi-hi wa-mawlidih|al-Bāb al-thālith fī riḍāʻatih|al-Bāb al-rābiʻ fī mabʻathih|al-Bāb al-khāmis fī nikāḥih|al-Bāb al-sādis fī faḍl Fāṭimah|al-Bāb al-sābiʻ fī dhikr azwājih|al-Bāb al-thāmin fī faḍl ʻAlī|al-Bāb al-ʻāshir fī akhbār Abī al-Ḥusayn Zaydi ibn ʻAlī ibn al-Ḥusayn|Colophon,"",Arabic,ara,"",1669
