shelfmark,title,additional_titles,authors,language,language_codes,date,place
"Islamic Manuscripts, Garrett no. 3508Y",Kitāb Mubāriz al-aqrān fī takhmīs al-Muʻallaqāt.|كتاب مبارز الاقران في تخميس المعلقات,Reading statement and note|Title page|Preamble|[Incomplete poem]|Qaṣīdat Ṭarafah|Qaṣīdat Zuhayr|Qaṣīdat Labīd|Qaṣīdat ʻAntarah|Qaṣīdat al-Ḥarith|Qaṣīdat ʻAmr|Qaṣīdat al-Aʻshā|Qaṣīdat al-Nābighah|Colophon|Reading statements,"Ibn Daftarkhān, ʻAlī ibn Muḥammad, 1193-1257","",ara,between 1257 and 1323,""
