shelfmark,title,additional_titles,authors,language,language_codes,date,place
Ms. Coll. 390 Item 1871,Svapnādhyāya|स्वप्नाध्याय,"Table, f. 1r [=2r]",Br̥haspati|Kālidāsa,In Sanskrit,san,"",""
