shelfmark,title,additional_titles,authors,language,language_codes,date,place
Lewis E 86,"Book of Hours, use of Bourges","Calendar, in French, Bourges Use|Gospel Lessons and Obsecro te|Passion according to John|Hours of the Virgin|Hours of the Cross (end lacking)|Hours of the Holy Spirit (beginning and miniature lacking)|Penitential Psalms, Litany, and Prayers|Office of the Dead|Suffrages|Modern notes in pencil","",Latin; Middle French (ca. 1400-1600),lat|frm,"","Bourges?, France"
