shelfmark,title,additional_titles,authors,language,language_codes,date,place
KET Z229,"Ketubah, 1924.","","","Imperial Aramaic (700-300 BCE), Official Aramaic (700-300 BCE); Hebrew; English",arc|heb eng,"","London, England"
