shelfmark,title,additional_titles,authors,language,language_codes,date,place
MS 49,"Epistulae; De Clementia; Sermo de corpore Christi; Meditationes; Epistula de morte S. Hireronymi; De quatuor virtutibus; Epistula ad Cyrillum; Epistula ad Augustinum, etc.","Giovanni da Calvoli, Meditationes vitae Christi|Table of contents|Pseudo-Eusebius of Cremona, Epistula de morte Sancti Hieronimi|Pseudo-Augustinus, Epistula ad Cyrillum de laudibus beati Hieronymi|Pseudo-Cyrillus, Epistula ad Augustinum de miraculis beati Hieronymi|Saint Jerome, Epistula ad Nepotianum|Saint Jerome, Epistula ad Eustochium|Saint Jerome, Epistula ad Heliodorum monachum|Saint Jerome, Epistula ad Paulinum presbyterum|Pseudo-Saint Jerome, Epistula ad Occeanum|Excerpts from Saint.Jerome, Adversus Jovinianum Admonitio|Saint Jerome, Epistula ad Furiam de viduitate servanda|Saint Jerome, Epistula consolatoria ad Paulam de morte Blesillae|Saint Jerome, Epistula ad Demetriadem virginem|Saint Jerome, Epistula ad Laetam de institutione filiam|Saint Jerome, Epistula ad Sabinianum diaconum cohortatoria de paenitentia|Saint Jerome, Epistula ad Rusticum monachum|Saint Jerome, Epistula ad Antonium monachum Haemonae|Saint Jerome, Alexandri Regis Magni Macedonum et Dindimi Bragmanorum Regis per litteras collatio|Pseudo-Seneca, De copia verborum|Seneca, De clementia, Proemium, III 1-III 24|Seneca, De clementia, I 1-II 5|Pseudo-Seneca, De remediis fortuitorum|Franciscus de Mayronis, Sermo de corpore Christi|Notabilia bona et utilia","",Latin,lat,"","Tuscany?, Italy"
