shelfmark,title,additional_titles,authors,language,language_codes,date,place
Ms. Coll. 390 Item 1826,Samarasāraṭīkā|समरसारटीका,"Tables, f. 2v and f. 3r|Table, f. 4r|Table, f. 4v and f. 5r|Table, f. 6r|Tables, f. 7v and f. 8r|Tables, f. 8v and f. 9r|Table, f. 11r|Tables, f. 11v|Table, f. 12v|Tables, f. 13v and f. 14r|Tables, f. 14v and f. 15r|Table, f. 18v|Table, f. 27v",Bharata Muni,In Sanskrit,san,"",""
