shelfmark,title,additional_titles,authors,language,language_codes,date,place
Oversize Ms. Codex 373,Italian historical miscellany,"Historia dei re di Portugallo raccolta in breve compendio, f. 1r|Relatione di tutta la Provincia di Dalmatia, f. 17r|Instruttioni e memoriali 1551, f. 59r|Copia della lettera che scrisse...al sermo doge di Venetia with Reposta della serma Signoria di Venetia, f. 109r|Instruttioni e memoriali, f. 113r|Discorso sopra la riforma, f. 135r|Discorso sopre le cose turcheschei, f. 147r|Informatione del successo di queste armate, f. 152r|Scrittura all?illmo. Marc Antonio Colonna, f. 156r|Seconda scrittura 5 October 1570, f. 162r|Discorso sopra le scritture..., f. 170r|Three minor tracts, f. 182r","Julius III, Pope, 1487-1555|Pius IV, Pope, 1499-1565|Augustino, Antonio|Camaiani, Pietro, 1519-1579|Cesaria, Giuliano|Colonna, Marco Antonio, 1523?-1597|Doria, Antonio|Doria, Giovanni Andrea, 1540-1606|Grassis, Achilles de, 1498-1558|Vimercato, Giovanni Andrea",Italian,ita,1550-1599,Italy
