shelfmark,title,additional_titles,authors,language,language_codes,date,place
Ms. Codex 297,Madrigale e canzoni,"Ah fuggit? fuggit? voi prendet? ... [incomplete], f. 1r|Donna per acquetar vostro desire ..., f. 1v|Care lagrime mie messi dolenti ..., f. 2v|Pace non trovo e non ho da far guerra, f. 3v|Pargoletta vezzosa e ridente ..., f. 6v|M?a qual hora vezzosetta ..., f. 7v|Se non hai di ferro il cuore ..., f. 8v|Ahi com?a un vago sol cortese giro ..., f. 9v|Crud? Amarilli che col nom ancora ..., f. 11r|Vorrei bacciarti, O Filli ..., f. 12v|Ecco che pur al fine ... , f. 13v|Amarilli crudel, e ria ..., f. 14v|Tempo ben fu, Donna, ch?amai ..., f. 16r|Vita della mia vita ..., f. 16v|Vaga e lucente nell?oriente ... f. 18r|O leggiadri occhi belli ..., f. 20v|Ecco Lidia mia bella ..., f. 21v|Leggiadri occhi sereni ..., f. 22v|Questa piaga mi sia sempre in core ..., f. 24v|Piu non amo, piu non ardo ..., f. 25v|Dhe girate, Luci amate, f. 26v|La mia Filli crudel spesso mi fugge ... f. 27r","",Italian,"",between 1600 and 1625,Italy
