shelfmark,title,additional_titles,authors,language,language_codes,date,place
Add MS 15283,"Torah, megilot ṿe-hafṭarot (תורה, מגילות והפטרות)",Genesis|Exodus|Leviticus|Numbers|Deuteronomy|Hafṭarot|Ruth|Song of Songs|Ecclesiastes|Lamentations|Esther,"",Hebrew,he,"","C. Lisbon, Portugal"
