shelfmark,title,additional_titles,authors,language,language_codes,date,place
Or 2352,Midrash ha-gadol (מדרש הגדול),Midrash on Ṿa-era|Midrash on Bo᾿|Midrash on Be-shalakh|Midrash on Yitro|Midrash on Mishpatim|Midrash on Terumah|Midrash on Tetsaṿeh|Midrash on Ki tisa᾿|Midrash on Ṿa-yakhel|Midrash on Peḳude|Midrash on Terumah and Tetsaṿeh,"",Hebrew,he,"",Yemen
