shelfmark,title,additional_titles,authors,language,language_codes,date,place
X893.7 Is1,al-Sahm al-muṣīb fī kabid al-Khaṭīb.|السهم المصيب في كبد الخطيب,al-Sahm al-muṣīb fī kabid al-Khaṭīb.,"Muʻaẓẓam, Sultan of Damascus, 1180-1227",Arabic,ara,1226,""
