shelfmark,title,additional_titles,authors,language,language_codes,date,place
MS Or 217,Dalāʼil al-khayrāt wa-shawāriq al-anwār fī dhikr al-ṣalāh ʻalá al-nabī al-mukhtār ... .|دلائل الخيرات و شوارق الانوار في ذكر الصلاة على النبي المختار,Ḥizb al-murḍī|[Prayer].|Dalāʾil al-Khayrāt|Hādhihi al-Ṣalāh al-mansūbah ilá al-Shaykh al-Būṣīrī.,"Jazūlī, Muḥammad ibn Sulaymān, -1465|Būṣīrī, Sharaf al-Dīn Muḥammad ibn Saʻīd, 1213?-1296",Arabic,ara,between 1650 and 1850?,""
