shelfmark,title,additional_titles,authors,language,language_codes,date,place
MS 484/21,Dialogorum … libri quatuor de miraculis,Table of contents|Liber primus|Liber secundus|Liber tertius|Liber quartus,"",Latin,lat,"",France
