shelfmark,title,additional_titles,authors,language,language_codes,date,place
Ms. Coll. 851,Diary of a Trip on the Nile River,"August 22, 1874|September 3-4, 1874|September 5-6, 1874|September 7-8, 1874|September 9, 1874|September 10, 1874|September 11, 1874|September 12, 1874|September 13, 1874|September 14-15, 1874|September 16, 1874|September 17-18, 1874|September 19-20, 1874|September 21, 1874|September 22, 1874|September 23-24, 1874|September 25-29, 1874|September 30-October 4, 1874|October 5-6, 1874|October 8-10, 1874|October 11-14, 1874|October 15-18, 1874|October 19-20, 1874|October 21, 1874|October 22, 1874|October 23-24, 1874|October 25, 1874|October 26, 1874|October 27, 1874|October 28, 1874|October 29, 1874|October 30, 1874|October 31, 1874|November 1, 1874|November 2-3, 1874|November 4-5, 1874|November 6-8, 1874|November 9-10, 1874|November 11, 1874|November 12, 1874|November 13-15, 1874|November 16, 1874|November 17, 1874|November 18, 1874|November 19, 1874|November 20, 1874|November 21, 1874|November 22, 1874|November 23, 1874|November 24, 1874|November 25, 1874|November 26-27, 1874|November 28-29, 1874|November 30-December 1, 1874|December 2-3, 1874|December 4-6, 1874|December 7-10, 1874|December 11, 1874|December 12, 1874|December 13-15, 1874|December 16, 1874|December 17, 1874|December 18, 1874|December 19-20, 1874|December 21, 1874|December 22, 1874|December 23, 1874|December 24, 1874|December 25, 1874|December 26, 1874|December 27, 1874|December 28-29, 1874|December 30, 1874|December 31, 1874|January 1, 1875|January 2-3, 1875|January 4, 1875|January 5, 1875|January 6, 1875|January 7-8, 1875|January 9, 1875|January 10, 1875|January 11, 1875|January 12, 1875|January 13, 1875|January 14-15, 1875|January 16-18, 1875|January 19, 1875|January 20, 1875|January 21, 1875|January 22, 1875|January 23, 1875|January 24, 1875|January 25, 1875|January 26, 1875|January 27, 1875|January 28, 1875|January 29, 1875|January 30, 1875|January 31, 1875|February 1, 1875|February 2, 1875|February 3, 1875|February 4, 1875|February 5, 1875|February 6, 1875|February 7, 1875|February 8, 1875|February 9, 1875|February 10-11, 1875|February 12, 1875|February 13, 1875|February 14, 1875|February 15, 1875|February 16, 1875|February 17-18, 1875|February 19, 1875|February 20, 1875|February 21, 1875|February 22, 1875|February 23, 1875|February 24, 1875|February 25-26, 1875|February 27, 1875|Newspaper clipping|List of names|Syria: note on expenses","",Primary language: English.,eng,From 1874 to 1875,Nile River
