shelfmark,title,additional_titles,authors,language,language_codes,date,place
Oversize Ms. Codex 1531,Hybrid book of hours :,"Title, f. 1r|Calendar 1507-1520, f. 2r|Gospel lessons, f. 9r|Passion according to John, f. 12r|Hours of the Virgin, with mixed Hours of the Holy Cross and Holy Spirit, f. 17v|Lauds, f. 24r|Hours of the Cross, f. 29r|Hours of the Holy Spirit, f. 30r|Seven penitential psalms, f. 56r|Office of the Dead, f. 65r|Suffrages, f. 81r|Obsecro te, f. 82v|O intemerata, f. 84r|List of contents, f. 115v|Colophon, f. 116v|Manuscript additions, f. 117r","",Latin and French,lat|fre,1507?,France
