shelfmark,title,additional_titles,authors,language,language_codes,date,place
Oversize Ms. Codex 760,Ethica Nicomachea,"Introduction, f. 1r|Dedication, f. 4v|Book 1, f. 5r|Book 2, f. 16r|Book 3, f. 24v|Book 4, f. 37v|Book 5, f. 50r|Book 6, f. 62v|Book 7, f. 71v|Book 8, f. 84v|Book 9, f. 96r|Book 10, f. 107v",Aristotle,Latin,lat,14--,Italy
