shelfmark,title,additional_titles,authors,language,language_codes,date,place
Ms. Roll 1594,"An inventary of all and singular the goodes and chattells and debtes of John Ffox, late of Chacumbe in the countie of Northampton, gentleman deceased","","Ward, Richard, 16th cent|Warner, Henry, 16th cent|Hawten, John, 16th cent|Langley, William, 16th cent|Bagwell, Walter, 16th cent","English, with a few words in Latin",eng|lat,1593,Drayton or Chacombe
