shelfmark,title,additional_titles,authors,language,language_codes,date,place
Add MS 21161,Nevi'im u-khetuvim (נביאים וכתובים),Samuel|Jeremiah|Kings|Ezekiel|Isaiah|Hosea|Joel|Amos|Obadiah|Jonah|Micah|Nahum|Habakuk|Zephaniah|Haggai|Zechariah|Malachi|Ruth|Psalms|Job|Proverbs|Ecclesiastes|Song of Songs|Lamentations|Daniel|Esther|Ezra-Nehemiah|Chronicles,"",Hebrew,he,"",Germany
