shelfmark,title,additional_titles,authors,language,language_codes,date,place
*00 J91.42 P4529j,Journal of Charles Ashmead Schaeffer,"Front Cover|Title Page|Title Page (2)|August 21, 1862|August 22, 1862|August 23, 1862|August 26, 1862|August 27 - September 3, 1863|November 24, 1862|November 25, 1862|November 26, 1862|November 27, 1862|November 28, 1862|November 29, 1862|November 30, 1862|December 1, 1862|December 2, 1862|December 3, 1862|December 4, 1862|December 5, 1862|December 6, 1862|December 7, 1862|December 8, 1862|December 9, 1862|December 10, 1862|December 11, 1862|December 12, 1862|December 13, 1862|December 14, 1862|December 15, 1862|December 16, 1862|December 17, 1862|December 18, 1862|December 19, 1862|December 20, 1862|December 21, 1862|December 22, 1862|December 23, 1862|December 24, 1862|December 25, 1862|December 26, 1862|December 27, 1862|December 28, 1862|December 29, 1862|January 1, 1863|January 2, 1863|January 3, 1863|January 4, 1863|January 5, 1863|January 6, 1863|January 7, 1863|January 8, 1863|January 9, 1863|January 10, 1863|January 11, 1863|January 12, 1863|January 13, 1863|January 14, 1863|January 15, 1863|January 16, 1863|January 17, 1863|January 18, 1863|January 19, 1863|January 20, 1863|January 21, 1863|January 22, 1863|January 23, 1863|January 24, 1863|January 25, 1863|January 26, 1863|January 27, 1863|January 28, 1863|January 29, 1863|January 30, 1863|January 31, 1863|February 1, 1863|February 2, 1863|February 3, 1863|February 4, 1863|February 5, 1863|February 6, 1863|February 7, 1863|February 8, 1863|February 9, 1863|February 10, 1863|February 11, 1863|February 12, 1863|February 13, 1863|February 14, 1863|February 15, 1863|February 16, 1863|February 17, 1863|February 18, 1863|February 21, 1863|February 22, 1863|February 23, 1863|February 24, 1863|February 25, 1863|February 26, 1863|February 27, 1863|February 28, 1863|March 1, 1863|March 2, 1863|March 3, 1863|March 4, 1863|March 5, 1863|March 6, 1863|March 7, 1863|March 8, 1863|March 9, 1863|March 10, 1863|March 11, 1863|March 12, 1863|March 13, 1863|March 14, 1863|March 15, 1863|March 16, 1863|March 17, 1863|March 18, 1863|March 19, 1863|March 22, 1863|March 23, 1863|March 24, 1863|March 25, 1863|March 26, 1863|March 27, 1863|March 28, 1863|March 29, 1863|March 30, 1863|March 31, 1863|April 1, 1863|April 2, 1863|April 3, 1863|April 4, 1863|April 5, 1863|April 8, 1863|April 11-12, 1863|April 13, 1863|April 14, 1863|April 16, 1863|April 19, 1863|April 20, 1863|April 23, 1863|April 24, 1863|April 25, 1863|April 26, 1863|April 30, 1863|May 3, 1863|May 13, 1863|May 14, 1863|May 15, 1863|May 16, 1863|May 17, 1863|May 18, 1863|May 20, 1863|May 22, 1863|May 23, 1863|June 18, 1863|June 25, 1863|July 1, 1863","",Primary language: English.,eng,From 1862 to 1863,Alexandria (Va.)|Boston (Mass.)|Cambridge (Mass.)
