shelfmark,title,additional_titles,authors,language,language_codes,date,place
973.781 Sn62,Civil War diaries,"Jan 01, 1863|Jan 02-03, 1863|Jan 04-05, 1863|Jan 06-07, 1863|Jan 08-09, 1863|Jan 10-11, 1863|Jan 12-13, 1863|Jan 14-15, 1863|Jan 16-17, 1863|Jan 18-19, 1863|Jan 20-21, 1863|Jan 22-23, 1863|Jan 24-25, 1863|Jan 26-27, 1863|Jan 28-29, 1863|Jan 30-31, 1863|Feb 01-02, 1863|Feb 03-04, 1863|Feb 05-06, 1863|Feb 07-08, 1863|Feb 09-10, 1863|Feb 11-12, 1863|Feb 13-14, 1863|Feb 15-16, 1863|Feb 17-18, 1863|Feb 19-20, 1863|Feb 21-22, 1863|Feb 23-24, 1863|Feb 25-26, 1863|Feb 27-28, 1863|March 01-02, 1863|March 03-04, 1863|March 05-06, 1863|March 07-08, 1863|March 09-10, 1863|March 11-12, 1863|March 13-14, 1863|March 15-16, 1863|March 17-18, 1863|March 19-20, 1863|March 21-22, 1863|March 23-24, 1863|March 25-26, 1863|March 27-28, 1863|March 29-30, 1863|March 31-April-01, 1863|April 02-03, 1863|April 04-05, 1863|April 06-07, 1863|April 08-09, 1863|April 10-11, 1863|April 12-13, 1863|April 14-15, 1863|April 16-17, 1863|April 18-19, 1863|April 20-21, 1863|April 22-23, 1863|April 24-25, 1863|April 26-27, 1863|April 28-29, 1863|April 30-May-01, 1863|May 02-03, 1863|May 04-05, 1863|May 06-07, 1863|May 08-09, 1863|May 10-11, 1863|May 12-13, 1863|May 14-15, 1863|May 16-17, 1863|May 18-19, 1863|May 20-21, 1863|May 22-23, 1863|May 24-25, 1863|May 26-27, 1863|May 28-29, 1863|May 30-31, 1863|June 01-02, 1863|June 03-04, 1863|June 05-06, 1863|June 07-08, 1863|June 09-10, 1863|June 11-12, 1863|June 13-14, 1863|June 15-16, 1863|June 17-18, 1863|June 19-20, 1863|June 21-22, 1863|June 23-24, 1863|June 25-26, 1863|June 27-28, 1863|June 29-30, 1863|July 01-02, 1863|July 03-04, 1863|July 05-06, 1863|July 07-08, 1863|July 09-10, 1863|July 11-12, 1863|July 13-14, 1863|July 15-16, 1863|July 17-18, 1863|July 19-20, 1863|July 21-22, 1863|July 23-24, 1863|July 25-26, 1863|July 27-28, 1863|July 29-30, 1863|July 31-Aug-01, 1863|Aug 02-03, 1863|Aug 04-05, 1863|Aug 06-07, 1863|Aug 08-09, 1863|Aug 10-11, 1863|Aug 12-13, 1863|Aug 14-15, 1863|Aug 16-17, 1863|Aug 18-19, 1863|Aug 20-21, 1863|Aug 22-23, 1863|Aug 24-25, 1863|Aug 26-27, 1863|Aug 28-29, 1863|Aug 30-31, 1863|Sept 01-02, 1863|Sept 03-04, 1863|Sept 05-06, 1863|Sept 07-08, 1863|Sept 09-10, 1863|Sept 11-12, 1863|Sept 13-14, 1863|Sept 15-16, 1863|Sept 17, 1863|Sept 18, 1863|Sept 18a, 1863|Sept 19-20, 1863|Sept 21-22, 1863|Sept 23-24, 1863|Sept 25-26, 1863|Sept 27-28, 1863|Sept 29-30, 1863|Oct 01-02, 1863|Oct 03-04, 1863|Oct 05-06, 1863|Oct 07-08, 1863|Oct 09-10, 1863|Oct 11-12, 1863|Oct 13-14, 1863|Oct 15-16, 1863|Oct 17-18, 1863|Oct 19-20, 1863|Oct 21-22, 1863|Oct 23-24, 1863|Oct 25-26, 1863|Oct 27-28, 1863|Oct 29-30, 1863|Oct 31-Nov-01, 1863|Nov 02-03, 1863|Nov 04-05, 1863|Nov 06-07, 1863|Nov 08-09, 1863|Nov 10-11, 1863|Nov 12-13, 1863|Nov 14-15, 1863|Nov 16-17, 1863|Nov 18-19, 1863|Nov 20-21, 1863|Nov 22-23, 1863|Nov 24-25, 1863|Nov 26-27, 1863|Nov 28-29, 1863|Nov 30-Dec-01, 1863|Dec 02-03, 1863|Dec 04-05, 1863|Dec 06-07, 1863|Dec 08-09, 1863|Dec 10-11, 1863|Dec 12-13, 1863|Dec 14-15, 1863|Dec 16-17, 1863|Dec 18-19, 1863|Dec 20-21, 1863|Dec 22-23, 1863|Dec 24-25, 1863|Dec 26-27, 1863|Dec 28-29, 1863|Dec 30-31, 1863","",Primary language: English.,eng,1863,"Venango, Pa.|Harrisburg, Pa.|Maryland|Gettysburg, Pa."
