shelfmark,title,additional_titles,authors,language,language_codes,date,place
Ms. Codex 545,"Raccolta di lettere della segretaria di stato, scritte à Monsig. Arcivescovo Tomaso Vidoni in tempo che era in Malta inquisitore apostolico, e poi nunzio a Firenze dal MDCLXXXVI fino al MDCXCVII","","","Italian, with some official dispatches in Latin",ita|lat,1686-1697,""
