shelfmark,title,additional_titles,authors,language,language_codes,date,place
Add MS 9404,"Torah, megilot ṿe-hafṭarot (תורה, מגילות והפטרות)",Genesis|Exodus|Leviticus|Numbers|Deuteronomy|Esther|Song of Songs|Ruth|Lamentations|Ecclesiastes|Hafṭarot,"",Hebrew; Jewish Babylonian Aramaic (ca. 200-1200 CE),he|tmr,"",""
