shelfmark,title,additional_titles,authors,language,language_codes,date,place
Mss003/044,Journal of a Visit to the Seneca Indians,"","",Primary language: English.,eng,1796,Philadelphia County (Pa.)|Albany County (N.Y.)|Oneida County (N.Y.)|Hunterdon County (N.J.)|Cayuga County (N.Y.)|Steuben County (N.Y.)|Ontario County (N.Y.)|Cayuga County (N.Y.)
