shelfmark,title,additional_titles,authors,language,language_codes,date,place
LJS 443,Collection of texts on the calendar,"Introduction, f. 1r|Commentary on the calendar, f. 3r|On the liturgical year, f. 55r|Commentary on the calendar of Andreas, f. 56r|Commentary on the calendar of Anania Shirakats?i, f. 58v|Commentary on the Roman calendar, f. 60r|On the nature of the human body, with discussion of zodiac signs, f. 62r|Poem on the nature of the human body, f. 67v|Calendar tables, f. 69r|Calendar tables, f. 82r|Unidentified text with tables and diagram, f. 131r|Calendar diagram and table, f. 144v|Commentary on the calendar, f. 145v|On astronomy, f. 213r|Calendar tables, f. 247r|Unidentified work added later to the manuscript, f. 255r [=256r]","Hakob, Ghrimetsʻi, active 14th century|Grigor, Skewṛatsʻi, active 12th century|Hovhannēs, Vardapet, ca. 1045-1129|Anania Shirakatsʻi, active 685",Armenian,arm,after 1416,Armenia
