shelfmark,title,additional_titles,authors,language,language_codes,date,place
Lewis E 217,Prayer book,Short prayers to Mary and to Our Lord|Litany to Mary|Prayer to Mary|Prayer to Mary|Prayer|Prayer|Prayer to Mary|Prayer|Prayer|Prayer|Prayer|Prayer|Prayer|Prayer|Prayer|Admonition and instruction for Prayer|Prayers to Saint Anne|Prayer|Short prayers associated with Indulgence|Short prayers associated with the Sacrament|Short prayers associated with the Virgin Mary|Short prayers associated with the Sacrament|Prayer to the Holy Ghost,"",Middle Dutch (ca. 1050-1350),dum,"","Brabant?, Netherlands"
