shelfmark,title,additional_titles,authors,language,language_codes,date,place
Misc Mss Box 5 Folder 33,Miscellaneous manuscripts,"","Davenport, Christopher John|Davenport, Hugh|Fitton, John","Condition in Middle English, obligation in Latin, and later summary in English",enm|lat eng,"",""
