shelfmark,title,additional_titles,authors,language,language_codes,date,place
Lewis E 50,"Breviary, Use of Ghent","Calendar|Breviary Tables|Temporale|Ferial Psalter followed by litany, petitions, and collects|Hymns|Common of Saints|Sanctorale|Hours of the Virgin|Office of the Virgin for Advent|Absolutions and Benedictions|Prayers to martyrs, Bonaventure, Louis, Elzéar, and Anastasia [in a different hand]","",Latin,lat,"","Ghent?, Belgium"
