shelfmark,title,additional_titles,authors,language,language_codes,date,place
MS V.a.83,"De arte amandi manuscript, ca. 1400? / Ovidius.",Introduction|De arte amandi (Book One)|De arte amandi (Book Two)|De arte amandi (Book Three),"",Latin,lat,"",Italy
