shelfmark,title,additional_titles,authors,language,language_codes,date,place
Misc Mss (Large) Box 3 Folder 13,Fragments from Sifre Torot and mezuzot|קטעים מספרי תורה ומזוזות,"[Fragment from a Torah scroll, Genesis 48:7-49:8]|[Fragment from a Torah scroll, Exodus 9:29-10:13]|[Fragment from a Torah scroll, Genesis 28:19-29:30]|Mezuzah|Mezuzah|Mezuzah","",In Hebrew,heb,"",""
