shelfmark,title,additional_titles,authors,language,language_codes,date,place
Ms. Coll. 750 Folders 82-92,Filza Xma segnata con la lettera K: come apparisce al suo estratto sotto: n. 344,"","Gondi family|Catani, Michele Girolamo|Gondi, Piero|Gondi, Lorenzo|Gondi, Cosimo|Gondi, Raffaello|Gondi, Antonfrancesco|Mannelli, Lorenzo|Salviati, Giacomo|Masi, Angelo|Casini, Jacopo|Casini, Lorenzo|Fiorenzuola, Andrea da|Fiorenzuola, Onofrio da|Medici, Carlo|Nelli, Giovanbattista|Capponi, Francesca Nelli|Grifoni, Michele|Franceschis, Sebastianus di",In Italian and Latin,ita,"",""
