shelfmark,title,additional_titles,authors,language,language_codes,date,place
OM 16,Confessiones and other works,"Augustine, Confessiones|Leander of Seville, pseudo-Augustine, De institutione uirginum et contemptu mundi, preface|Leander of Seville, pseudo-Augustine, De institutione uirginum et contemptu mundi|pseudo-Augustine, De vera et falsa poententia ad Christi devotam|Augustine, Soliloquia|Antoninus Florentinus [Antonino Pierozzi, 1389-1459, Archbishop of Florence], Letter to the Prior of the Dominican Convent at Pistoia|Pseudo-Augustine, Oratio","",Latin,lat,"","Florence, Italy"
