shelfmark,title,additional_titles,authors,language,language_codes,date,place
ChristChurch.AccountingWardensPewRentAccountBooks_v361,"Pew holders, Christ Church, St. Peter's, and St. James', 1778-1824","","",English,eng,"",United States
