shelfmark,title,additional_titles,authors,language,language_codes,date,place
Lewis E 183 vol. 1,Psalter-Hours,"Calendar, in Dutch, Use of Utrecht|Psalms for Sunday|Psalms for Monday|Psalms for Tuesday|Psalms for Wednesday|Psalms for Thursday|Psalms for Friday","","Dutch, Flemish",dut,"",Netherlands
