shelfmark,title,additional_titles,authors,language,language_codes,date,place
Ms. Codex 1080,Theological miscellany,"Sententiae beatissimi patris nili episcopi et martiris, f. 1r|Ex sanctissimis patris Johannis Damasceni sermonibus, f. 18r|Collectura ex primo, secundo, et tertio libro officiorum Sancti Ambrosii, f. 22r|[Sermones], f. 136r|[Disticha Catonis], f. 153r","Nilus, of Ancyra, Saint, -approximately 430|John, of Damascus, Saint|Ambrose, Saint, Bishop of Milan, d. 397|Conradus, de Kytzingen, 15th cent","Latin with occasional words in Greek (f. 21r, 134v)",lat,between 1450 and 1499,Germany
