shelfmark,title,additional_titles,authors,language,language_codes,date,place
5,"Book of Hours, Use of Rouen","Bookplate, Library Company of Philadelphia|Calendar, in French|Inserted leaf with miniature|Ownership note, Charles Thierry|Gospel Lessons followed by O intemerata and Obsecro te|Hours of the Virgin, Use of Bourges|Penitential Psalms, Litany, and Prayers|Short Hours of the Cross|Short Hours of the Holy Spirit (beginning lacking)|Office of the Dead|Prayers to the Virgin, Christ, and the Cross, in French (beginning lacking)|Ownership note, Charles Thierry|Ownership note, Anne Thierry","",Latin; Middle French (ca. 1400-1600),lat|frm,"","Rouen, France"
