shelfmark,title,additional_titles,authors,language,language_codes,date,place
LJS 394,al-Thānī min al-ṣiḥāḥ.|الثاني من الصحاح,"","Jawharī, Ismāʻīl ibn Ḥammād, -1003?",Arabic,ara,13--?,Egypt or Syria
