shelfmark,title,additional_titles,authors,language,language_codes,date,place
Add MS 9401,"Torah, hafṭarot u-megilot (תורה, הפטרות ומגילות)",Genesis|Exodus|Leviticus|Numbers|Deuteronomy|Song of Songs|Ruth|Ecclesiastes|Esther,"",Hebrew,he,"",""
