shelfmark,title,additional_titles,authors,language,language_codes,date,place
Or 2374,Ketuvim (כתובים),Psalms|Job|Proverbs|Lamentations Daniel|Esther|Ezra|Chronicles,"",Hebrew; Jewish Babylonian Aramaic (ca. 200-1200 CE); Judeo-Arabic,he|tmr jrb,"",Yemen
