shelfmark,title,additional_titles,authors,language,language_codes,date,place
MS Or 285,Collection of works on astronomy and astronomical instruments,[Collection of works on astronomy and astronomical instruments]|Risālah laṭīfah fī al-ʻamal bi-al-kurah al-musammá bi-Dhāt al-kursī / Qusṭā ibn Lūqā|Risālat al-ʻamal bi-al-kurah / Abū ʻAlī al-Marrākushī|[Turkish work on astronomy in 30 chapters]|Jadwal maṭāliʻ al-burūj|Risālah fī al-astaṭurlạb / Mūsá ibn Ibrāhīm|Risālah fī al-ʻamal bi-al-rubʻ al-mujayyab / Sibṭ al-Māridīnī|Mūḍiḥ al-awqāt / Muḥammad ibn Sinān al-Muwaqqit|Fī bayān aḥkām al-kawākib al-ʻalawiyah fī al-burūj al-ithná ʻashar|Masʼalah fī maʻrifat ṣafḥat al-astaṭurlāb|Fī bayān maʻrifat ṭulūʻ al-manāzil min awwal al-layl ilá ākhirih|Fī bayān tasyīr al-darajah ilá darajah ukhrá aw kawkab ilá ukhrá|Fī bayān taḥṣīl inẓār al-kawākib min al-tathlīth wa-al-tarbīʻ|Fī maʻrifat aṭwal al-buldān wa-ʻurūḍihā|Fī bayān ʻarḍ al-ufuq al-ḥādith|Fī maʻrifat al-maṭāliʻ al-baladīyah|Fī maʻrifat irtifāʻ al-kawkab|Fāʼidah jalīlah fī maʻrifat ṭulūʻ al-qamr wa-fāʼidah ukhrá ayḍan|Hādhā jadwal fī maʻrifat kawkab,"Qusṭā ibn Lūqā, approximately 820-approximately 912|Marrākushī, Abū al-Ḥasan ʻAlī, active 13th century|Mūsá ibn Ibrāhīm|Sibṭ al-Māridīnī, Badr al-Dīn Muḥammad ibn Muḥammad, 1423-|Muwaqqit, Muḥammad ibn Kātib Sinān",Arabic and Ottoman Turkish,ara|ota,between 1694 and 1799?,Turkey?
