shelfmark,title,additional_titles,authors,language,language_codes,date,place
Oversize LJS 24,Medical miscellany,"Isagoge ad artem parvam Galeni, f. 1r|Liber Philareti de pulsu, f. 6r|Liber de pulsu, f. 7v|Diete universales, f. 16r|Diete particulares, f. 51v|Liber urinarum, f. 85r|Febres, f. 91r|Liber elementorum, f. 137r","Israeli, Isaac, approximately 832-approximately 932|Ḥunayn ibn Isḥāq al-ʻIbādī, 809?-873|Philaretus|Gilles, de Corbeil, fl. 1200|Israeli, Isaac, ca. 832-ca. 932|Israeli, Isaac, ca. 832-ca. 932|Israeli, Isaac, ca. 832-ca. 932|Israeli, Isaac, ca. 832-ca. 932",Latin,lat,between 1225 and 1275,Paris
