shelfmark,title,additional_titles,authors,language,language_codes,date,place
Oversize LJS 174,Tabule illustrissimi principis regis alfonsii ... etc.,"Tabule illustrissimi principis regis alfonsii pie memorie, f. 1r|Canon, f. 25v|Alphonsine Tables, f. 27r|Canons for the Alphonsine Tables, f. 69r|Canon?, f. 77r|Canon on primum mobile, f. 81r|Computus, f. 104r|Presagia pluviarum, f. 105r|Canones tabularum Alphonsinarum, f. 105v|Devotica duodecim domorum per quam scitur que sunt, f. 121r|Canons for the Alphonsine Tables, f. 133r","John, of Saxony, fl. 1327-1355|Māshāʼallāh, 730?-815?|Lignières, Jean de|Selder, Henricus",Latin,lat,1401-1404,Prague
