shelfmark,title,additional_titles,authors,language,language_codes,date,place
6,Postilla super psalterium (Commentary on the Psalms),"Bookplate, Library Company of Philadelphia|Nicholas of Lyra, Postilla super psalterium|Ownership inscription","",Latin,lat,"",France
