shelfmark,title,additional_titles,authors,language,language_codes,date,place
1,S. John Chrysostom: Homilies,[In epistulam ad Ephesios]|[Homily 1 (partial)]|[Homily 2 (partial)]|[Homily 3 (partial)]|[Homily 4]|[Homily 5]|[Homily 6]|[Homily 7]|[Homily 8]|[Homily 9]|[Homily 10]|[Homily 11]|[Homily 12]|[Homily 13]|[Homily 14]|[Homily 15]|[Homily 16]|[Homily 17]|[Homily 18]|[Homily 19]|[Homily 20]|[Homily 21]|[Homily 22]|[Homily 23]|[Homily 24]|[In epistulam ad Galatas commentarius (partial)],"",Ancient Greek (to 1453),grc,"",Constantinople
