shelfmark,title,additional_titles,authors,language,language_codes,date,place
Ms. Coll. 390 Item 2981,Nāmasadda fragments,"New scribal hand, f. 3r|New scribal hand, f. 5r|New scribal hand, f. 6v|New scribal hand, f. 7r|Foliation, kho khai, 2nd letter of Thai alphabet, f. 8r left margin|New scribal hand, f. 8r|Foliation, kho khwai, 4nd letter of Thai alphabet, f. 9r left margin|Foliation, kho khon, 5nd letter of Thai alphabet, f. 10r left margin|New scribal hand, f. 10r|Foliation, kho ra-khang, 6th letter of Thai alphabet, f. 11r left margin|New scribal hand, f. 11r|Foliation, numeral 2 in Thai, f. 12r left margin|Foliation, numeral 3 in Thai, f. 13r left margin|Foliation, numeral 45 in Thai, f. 14r left margin","",In Thai and Pali,tha|pli,"",""
