shelfmark,title,additional_titles,authors,language,language_codes,date,place
Misc. Ms. 146,South Netherlands Book of Hours (The Hawley Hours),"Summary of contents, in English|Ownership note, in French|Calendar|Hours of the Virgin|Hours of the Cross|Hours of the Holy Spirit|Prayer in Dutch in a different hand, ""In teghenivoer dich...""|Hours of the Holy Wisdom|Penitential Psalms, Litany, and Prayers|Prayer in Dutch in a different hand, ""Siele Christi heilicht mi...""|Office of the Dead","",Middle Dutch (ca. 1050-1350),dum,"","Zwolle, Netherlands"
