shelfmark,title,additional_titles,authors,language,language_codes,date,place
Harley MS 1528,"Tana""kh (תנ""ך)",Genesis|Exodus|Leviticus|Numbers|Deuteronomy|Joshua|Judges|Samuel|Kings|Isaiah|Jeremiah|Ezekiel|Hosea|Joel|Amos|Obadiah|Jonah|Micah|Nahum|Habakkuk|Zephaniah|Haggai|Zechariah|Malachi|Ruth|Psalms|Job|Proverbs|Ecclesiastes|Song of Songs|Lamentations|Daniel|Esther|Ezra|Chronicles|Masoretic lists,"",Hebrew,he,"",SpainCatalonia
