shelfmark,title,additional_titles,authors,language,language_codes,date,place
MS Or 306,Kitāb al-mutawassiṭāt.|كتاب المتوسطات,Kitāb al-mutawassiṭāt.|Taḥrīr kitāb al-muʻṭīyāt / Uqlīdis|Kitāb al-ukar / Thāwudhūsīyus|Taḥrīr kitāb al-kurah al-mutaḥarrikah / Awtūlūqūs|Taḥrīr kitāb Mānālāwus fī al-ashkāl al-kurīyah / Mānālāwus|Taḥrīr al-manāẓir / Uqlīdis|Kitāb ẓāhirat al-falak / Uqlīdis|Kitāb Thāwudhūsīyus fī al-ayyām wa-al-layālī / Thāwudhūsīyus|Kitāb Awtūlūqūs fī al-ṭulūʻ wa-al-ghurūb / Awtūlūqūs|Kitāb Isqilawus fī al-maṭāliʻ mimmā aṣlaḥahu al-Kindī / Isqilawus|Kitāb Aristarkhus fī jirmay al-nayyirayn wa-buʻdayhimā / Aristarkhus|Taḥrīr kitāb al-maʼkhūdhāt / Arshimīdas|Taḥrīr kitāb al-mafrūḍāt / Thābit ibn Qurrah al-Ḥarrānī|Kitāb maʻrifat masāḥat al-ashkāl al-basīṭah wa-al-kurīyah / Banī Mūsá Muḥammad wa-al-Ḥasan wa-Aḥmad|Kurah wa-al-usṭuwānah / Arshimīdas|Maqālat Arshimīdas fī taksīr al-dāʼirah / Arshimīdas|Risālah fī ʻamāl al-asṭurlāb / ḥarrarahā Muḥammad ibn Shadīd al-Ṭabīb al-Kāzarūnī|Kitāb al-adwār fī al-mūsīqá / ʻAbd al-Muʼmin ibn Yūsuf al-Urmawī,"Euclid|Theodosius, active 1st century B.C|Autolycus, active 2nd century|Menelaus, of Alexandria|Euclid|Euclid|Theodosius, active 1st century B.C|Autolycus, active 2nd century|Hypsicles, of Alexandria|Aristarchus, of Samos|Archimedes|Thābit ibn Qurrah al-Ḥarrānī, -901|Ibn Shākir, Muḥammad ibn Mūsá, -873|Ibn Shākir, Aḥmad ibn Mūsá, -873|Ibn Shākir, Ḥasan ibn Mūsá, active 9th century|Archimedes|Archimedes|Urmawī, ʻAbd al-Muʼmin ibn Yūsuf, approximately 1216-1294",Arabic,ara,1265-1371?,""
