shelfmark,title,additional_titles,authors,language,language_codes,date,place
Or 2735,Maḥzor (מחזור),Portions of Passover services|Portions for Shavu῾ot|Pirḳe avot|A series of ma῾arivim shel Pesaḥ|A series of ma῾arivim shel Shavu῾ot|A series of ma῾arivim shel Rosh ha-Shanah|Ma῾arivim shel Sukot|The prayers for Rosh ha-Shanah and Yom Kipur|Hosh῾anot|Services for Simḥat Torah|Yotsrot|Portions of Ketubot ṿe-Ḳidushin,"",Hebrew,he,"",France
